2015-04-27T18:22:24	SETUP
2015-04-27T18:22:50	WAITING
2015-04-27T19:07:18	RUNNING
2015-04-28T11:53:19	SETUP
2015-04-28T11:53:39	RUNNING
2015-04-28T11:54:07	SETUP
2015-04-28T11:54:46	RUNNING
2015-04-28T11:55:43	SETUP
2015-04-28T11:56:01	RUNNING
2015-04-28T11:56:11	SETUP
2015-04-28T11:56:31	RUNNING
2015-04-28T11:57:25	SETUP
2015-04-28T11:57:44	RUNNING
